	year	quarter	origin	ticket_carrier	operating_carrier	passengers
965900	2008	4	ORD	American Airlines	99	1
965902	2008	4	ORD	American Airlines	99	1
965904	2008	4	ORD	American Airlines	99	1
965906	2008	4	ORD	American Airlines	99	1
965908	2008	4	ORD	American Airlines	99	1
965910	2008	4	ORD	American Airlines	99	1
965912	2008	4	ORD	American Airlines	99	1
965914	2008	4	ORD	American Airlines	99	1
966550	2008	4	ORD	American Airlines	99	1
966552	2008	4	ORD	American Airlines	99	2
966554	2008	4	ORD	American Airlines	99	1
967137	2008	4	ORD	American Airlines	99	1
967139	2008	4	ORD	American Airlines	99	1
967141	2008	4	ORD	American Airlines	99	1
967474	2008	4	ORD	United Air Lines	United Air Lines	1
967698	2008	4	ORD	American Airlines	MQ	1
967700	2008	4	ORD	American Airlines	MQ	1
967702	2008	4	ORD	American Airlines	MQ	2
967704	2008	4	ORD	American Airlines	MQ	2
967706	2008	4	ORD	American Airlines	MQ	1
967708	2008	4	ORD	American Airlines	MQ	1
967710	2008	4	ORD	American Airlines	MQ	1
967712	2008	4	ORD	American Airlines	MQ	1
967714	2008	4	ORD	American Airlines	MQ	1
967716	2008	4	ORD	American Airlines	MQ	1
967718	2008	4	ORD	American Airlines	MQ	1
967720	2008	4	ORD	American Airlines	MQ	1
967722	2008	4	ORD	British Airways	American Airlines	1
967724	2008	4	ORD	British Airways	MQ	1
968226	2008	4	ORD	American Airlines	MQ	1
968228	2008	4	ORD	American Airlines	MQ	1
968779	2008	4	ORD	American Airlines	99	1
968824	2008	4	ORD	American Airlines	99	1
968826	2008	4	ORD	American Airlines	99	1
968828	2008	4	ORD	American Airlines	99	1
968830	2008	4	ORD	American Airlines	99	1
968832	2008	4	ORD	American Airlines	99	1
968834	2008	4	ORD	American Airlines	99	1
968836	2008	4	ORD	American Airlines	99	1
968838	2008	4	ORD	American Airlines	99	1
968840	2008	4	ORD	American Airlines	99	2
968842	2008	4	ORD	American Airlines	99	1
968844	2008	4	ORD	American Airlines	99	1
968848	2008	4	ORD	American Airlines	99	1
970051	2008	4	ORD	American Airlines	MQ	1
970103	2008	4	ORD	American Airlines	MQ	1
970105	2008	4	ORD	American Airlines	MQ	2
970107	2008	4	ORD	American Airlines	MQ	1
970109	2008	4	ORD	American Airlines	MQ	3
970111	2008	4	ORD	American Airlines	MQ	1
970113	2008	4	ORD	American Airlines	MQ	2
970115	2008	4	ORD	American Airlines	MQ	3
970117	2008	4	ORD	American Airlines	MQ	1
970119	2008	4	ORD	American Airlines	MQ	1
970121	2008	4	ORD	American Airlines	MQ	1
970123	2008	4	ORD	American Airlines	MQ	1
970125	2008	4	ORD	American Airlines	MQ	1
970127	2008	4	ORD	American Airlines	MQ	2
970129	2008	4	ORD	American Airlines	MQ	1
970131	2008	4	ORD	American Airlines	MQ	1
970133	2008	4	ORD	American Airlines	MQ	1
970135	2008	4	ORD	American Airlines	MQ	2
970137	2008	4	ORD	American Airlines	MQ	1
970139	2008	4	ORD	American Airlines	MQ	1
970141	2008	4	ORD	American Airlines	MQ	1
970143	2008	4	ORD	American Airlines	MQ	3
971050	2008	4	ORD	American Airlines	MQ	1
971121	2008	4	ORD	American Airlines	MQ	1
972457	2008	4	ORD	American Airlines	American Airlines	1
972461	2008	4	ORD	American Airlines	American Airlines	1
972465	2008	4	ORD	American Airlines	American Airlines	1
973629	2008	4	ORD	American Airlines	American Airlines	1
973831	2008	4	ORD	American Airlines	American Airlines	1
973833	2008	4	ORD	American Airlines	99	1
973835	2008	4	ORD	American Airlines	99	1
973837	2008	4	ORD	American Airlines	99	1
973913	2008	4	ORD	United Air Lines	United Air Lines	1
974220	2008	4	ORD	American Airlines	American Airlines	1
974222	2008	4	ORD	American Airlines	American Airlines	1
974349	2008	4	ORD	American Airlines	American Airlines	1
974455	2008	4	ORD	American Airlines	99	1
974475	2008	4	ORD	American Airlines	American Airlines	1
974499	2008	4	ORD	American Airlines	MQ	1
974501	2008	4	ORD	American Airlines	MQ	12
974503	2008	4	ORD	American Airlines	MQ	2
974505	2008	4	ORD	American Airlines	MQ	2
974507	2008	4	ORD	American Airlines	MQ	2
974509	2008	4	ORD	American Airlines	MQ	10
974511	2008	4	ORD	American Airlines	MQ	1
974513	2008	4	ORD	American Airlines	MQ	3
974515	2008	4	ORD	American Airlines	MQ	6
974517	2008	4	ORD	American Airlines	MQ	1
974519	2008	4	ORD	American Airlines	MQ	1
974521	2008	4	ORD	American Airlines	MQ	2
974523	2008	4	ORD	American Airlines	MQ	1
974525	2008	4	ORD	American Airlines	MQ	1
974527	2008	4	ORD	American Airlines	MQ	1
974529	2008	4	ORD	American Airlines	MQ	1
974531	2008	4	ORD	American Airlines	MQ	1
974533	2008	4	ORD	American Airlines	MQ	1
974535	2008	4	ORD	American Airlines	MQ	4
974537	2008	4	ORD	American Airlines	MQ	4
974539	2008	4	ORD	American Airlines	MQ	7
974541	2008	4	ORD	American Airlines	MQ	3
974543	2008	4	ORD	American Airlines	MQ	1
974545	2008	4	ORD	American Airlines	MQ	8
974547	2008	4	ORD	American Airlines	MQ	3
974549	2008	4	ORD	American Airlines	MQ	1
974551	2008	4	ORD	American Airlines	MQ	3
974553	2008	4	ORD	American Airlines	MQ	3
974555	2008	4	ORD	American Airlines	MQ	2
974557	2008	4	ORD	American Airlines	MQ	2
974559	2008	4	ORD	American Airlines	MQ	1
974561	2008	4	ORD	American Airlines	MQ	1
974563	2008	4	ORD	American Airlines	MQ	1
974565	2008	4	ORD	American Airlines	MQ	4
974567	2008	4	ORD	American Airlines	MQ	4
974569	2008	4	ORD	American Airlines	MQ	68
974571	2008	4	ORD	American Airlines	MQ	1
974573	2008	4	ORD	American Airlines	MQ	3
974575	2008	4	ORD	American Airlines	MQ	2
974577	2008	4	ORD	American Airlines	MQ	1
974579	2008	4	ORD	American Airlines	MQ	1
974581	2008	4	ORD	American Airlines	MQ	2
974583	2008	4	ORD	American Airlines	MQ	2
974585	2008	4	ORD	American Airlines	MQ	1
974587	2008	4	ORD	American Airlines	MQ	1
974589	2008	4	ORD	American Airlines	MQ	1
974591	2008	4	ORD	American Airlines	MQ	1
974593	2008	4	ORD	American Airlines	MQ	1
974595	2008	4	ORD	American Airlines	MQ	1
974597	2008	4	ORD	American Airlines	MQ	1
974599	2008	4	ORD	American Airlines	MQ	7
974601	2008	4	ORD	American Airlines	MQ	1
974603	2008	4	ORD	American Airlines	MQ	1
974605	2008	4	ORD	American Airlines	MQ	3
974607	2008	4	ORD	American Airlines	MQ	1
974609	2008	4	ORD	American Airlines	MQ	1
974611	2008	4	ORD	American Airlines	MQ	1
974613	2008	4	ORD	American Airlines	MQ	1
974615	2008	4	ORD	American Airlines	MQ	1
974617	2008	4	ORD	American Airlines	MQ	1
974619	2008	4	ORD	American Airlines	MQ	4
974621	2008	4	ORD	American Airlines	MQ	1
974623	2008	4	ORD	American Airlines	MQ	1
974625	2008	4	ORD	American Airlines	MQ	6
974627	2008	4	ORD	American Airlines	MQ	4
974629	2008	4	ORD	American Airlines	MQ	1
974631	2008	4	ORD	American Airlines	MQ	2
974633	2008	4	ORD	American Airlines	MQ	1
974635	2008	4	ORD	American Airlines	MQ	1
974637	2008	4	ORD	American Airlines	MQ	2
974639	2008	4	ORD	American Airlines	MQ	8
974641	2008	4	ORD	American Airlines	MQ	1
974643	2008	4	ORD	American Airlines	MQ	1
974645	2008	4	ORD	American Airlines	MQ	1
974647	2008	4	ORD	American Airlines	MQ	2
974649	2008	4	ORD	American Airlines	MQ	1
974651	2008	4	ORD	American Airlines	MQ	1
974653	2008	4	ORD	American Airlines	MQ	2
974655	2008	4	ORD	American Airlines	MQ	3
974657	2008	4	ORD	American Airlines	MQ	1
974659	2008	4	ORD	American Airlines	MQ	1
974661	2008	4	ORD	American Airlines	MQ	2
974663	2008	4	ORD	American Airlines	MQ	2
974665	2008	4	ORD	American Airlines	MQ	3
974667	2008	4	ORD	American Airlines	MQ	1
974669	2008	4	ORD	American Airlines	MQ	4
974671	2008	4	ORD	American Airlines	MQ	5
974673	2008	4	ORD	American Airlines	MQ	1
974675	2008	4	ORD	American Airlines	MQ	4
974677	2008	4	ORD	American Airlines	MQ	1
974679	2008	4	ORD	American Airlines	MQ	4
974681	2008	4	ORD	American Airlines	MQ	1
974683	2008	4	ORD	American Airlines	MQ	1
974685	2008	4	ORD	American Airlines	MQ	2
974687	2008	4	ORD	American Airlines	MQ	1
974689	2008	4	ORD	American Airlines	MQ	3
974691	2008	4	ORD	American Airlines	MQ	1
974693	2008	4	ORD	American Airlines	MQ	3
974695	2008	4	ORD	American Airlines	MQ	1
974697	2008	4	ORD	American Airlines	MQ	1
974699	2008	4	ORD	American Airlines	MQ	1
974701	2008	4	ORD	American Airlines	MQ	1
974703	2008	4	ORD	American Airlines	MQ	3
974705	2008	4	ORD	American Airlines	MQ	1
974707	2008	4	ORD	American Airlines	MQ	1
974709	2008	4	ORD	American Airlines	MQ	2
974711	2008	4	ORD	American Airlines	MQ	1
974713	2008	4	ORD	American Airlines	MQ	1
974715	2008	4	ORD	American Airlines	MQ	1
974717	2008	4	ORD	American Airlines	MQ	1
974719	2008	4	ORD	American Airlines	MQ	1
974721	2008	4	ORD	American Airlines	MQ	1
974723	2008	4	ORD	American Airlines	MQ	1
974725	2008	4	ORD	American Airlines	MQ	1
974727	2008	4	ORD	American Airlines	MQ	1
974729	2008	4	ORD	American Airlines	MQ	1
974731	2008	4	ORD	American Airlines	MQ	1
974733	2008	4	ORD	American Airlines	MQ	1
974735	2008	4	ORD	American Airlines	MQ	1
974737	2008	4	ORD	American Airlines	MQ	3
974739	2008	4	ORD	American Airlines	MQ	1
974741	2008	4	ORD	American Airlines	MQ	1
974743	2008	4	ORD	American Airlines	MQ	1
974745	2008	4	ORD	American Airlines	MQ	1
974747	2008	4	ORD	American Airlines	MQ	1
974749	2008	4	ORD	American Airlines	MQ	1
974751	2008	4	ORD	American Airlines	MQ	1
974753	2008	4	ORD	American Airlines	MQ	1
974755	2008	4	ORD	American Airlines	MQ	1
974757	2008	4	ORD	American Airlines	MQ	1
974759	2008	4	ORD	American Airlines	MQ	1
974761	2008	4	ORD	American Airlines	MQ	1
974763	2008	4	ORD	American Airlines	MQ	1
974765	2008	4	ORD	American Airlines	MQ	1
974767	2008	4	ORD	American Airlines	MQ	1
974769	2008	4	ORD	American Airlines	MQ	1
974771	2008	4	ORD	American Airlines	MQ	1
974773	2008	4	ORD	American Airlines	MQ	1
974775	2008	4	ORD	American Airlines	MQ	1
974777	2008	4	ORD	American Airlines	MQ	1
974779	2008	4	ORD	American Airlines	MQ	1
974781	2008	4	ORD	American Airlines	MQ	1
974783	2008	4	ORD	American Airlines	MQ	1
974785	2008	4	ORD	American Airlines	MQ	14
974787	2008	4	ORD	American Airlines	MQ	1
974789	2008	4	ORD	American Airlines	MQ	1
974791	2008	4	ORD	American Airlines	MQ	3
974793	2008	4	ORD	American Airlines	MQ	1
974795	2008	4	ORD	American Airlines	MQ	2
974897	2008	4	ORD	American Airlines	American Airlines	1
974899	2008	4	ORD	American Airlines	American Airlines	1
974901	2008	4	ORD	American Airlines	American Airlines	1
974903	2008	4	ORD	American Airlines	American Airlines	1
974905	2008	4	ORD	American Airlines	American Airlines	2
974907	2008	4	ORD	American Airlines	American Airlines	1
974909	2008	4	ORD	American Airlines	American Airlines	1
974911	2008	4	ORD	American Airlines	American Airlines	1
974913	2008	4	ORD	American Airlines	American Airlines	1
974915	2008	4	ORD	American Airlines	American Airlines	2
974917	2008	4	ORD	American Airlines	American Airlines	1
974919	2008	4	ORD	American Airlines	American Airlines	1
974921	2008	4	ORD	American Airlines	American Airlines	1
974923	2008	4	ORD	American Airlines	American Airlines	1
974925	2008	4	ORD	American Airlines	American Airlines	1
974927	2008	4	ORD	American Airlines	American Airlines	1
974929	2008	4	ORD	American Airlines	American Airlines	1
974931	2008	4	ORD	American Airlines	American Airlines	1
974933	2008	4	ORD	American Airlines	American Airlines	1
974935	2008	4	ORD	American Airlines	American Airlines	1
974937	2008	4	ORD	American Airlines	American Airlines	1
975048	2008	4	ORD	American Airlines	MQ	1
975531	2008	4	ORD	US Airways	US Airways	1
975543	2008	4	ORD	American Airlines	MQ	1
975545	2008	4	ORD	American Airlines	MQ	1
975547	2008	4	ORD	American Airlines	MQ	1
975549	2008	4	ORD	American Airlines	MQ	15
975551	2008	4	ORD	American Airlines	MQ	1
975553	2008	4	ORD	American Airlines	MQ	1
975555	2008	4	ORD	American Airlines	MQ	2
975557	2008	4	ORD	American Airlines	MQ	20
975559	2008	4	ORD	American Airlines	MQ	2
975561	2008	4	ORD	American Airlines	MQ	1
975563	2008	4	ORD	American Airlines	MQ	3
975565	2008	4	ORD	American Airlines	MQ	2
975567	2008	4	ORD	American Airlines	MQ	1
975569	2008	4	ORD	American Airlines	MQ	1
975571	2008	4	ORD	American Airlines	MQ	1
975573	2008	4	ORD	American Airlines	MQ	1
975575	2008	4	ORD	American Airlines	MQ	1
975577	2008	4	ORD	American Airlines	MQ	1
975579	2008	4	ORD	American Airlines	MQ	1
975602	2008	4	ORD	United Air Lines	United Air Lines	1
975614	2008	4	ORD	American Airlines	American Airlines	1
975942	2008	4	ORD	American Airlines	MQ	1
975995	2008	4	ORD	United Air Lines	United Air Lines	1
975997	2008	4	ORD	American Airlines	MQ	1
976018	2008	4	ORD	American Airlines	MQ	2
976020	2008	4	ORD	American Airlines	MQ	8
976022	2008	4	ORD	American Airlines	MQ	1
976024	2008	4	ORD	American Airlines	MQ	1
976026	2008	4	ORD	American Airlines	MQ	1
976028	2008	4	ORD	American Airlines	MQ	2
976030	2008	4	ORD	American Airlines	MQ	1
976032	2008	4	ORD	American Airlines	MQ	1
976034	2008	4	ORD	American Airlines	MQ	1
976036	2008	4	ORD	American Airlines	MQ	1
976038	2008	4	ORD	American Airlines	MQ	3
976040	2008	4	ORD	American Airlines	MQ	2
976042	2008	4	ORD	American Airlines	MQ	4
976044	2008	4	ORD	American Airlines	MQ	1
976046	2008	4	ORD	American Airlines	MQ	5
976048	2008	4	ORD	American Airlines	MQ	1
976050	2008	4	ORD	American Airlines	MQ	1
976052	2008	4	ORD	American Airlines	MQ	1
976054	2008	4	ORD	American Airlines	MQ	7
976056	2008	4	ORD	American Airlines	MQ	2
976058	2008	4	ORD	American Airlines	MQ	1
976060	2008	4	ORD	American Airlines	MQ	5
976062	2008	4	ORD	American Airlines	MQ	1
976064	2008	4	ORD	American Airlines	MQ	3
976066	2008	4	ORD	American Airlines	MQ	1
976068	2008	4	ORD	American Airlines	MQ	2
976070	2008	4	ORD	American Airlines	MQ	1
976072	2008	4	ORD	American Airlines	MQ	5
976074	2008	4	ORD	American Airlines	MQ	3
976076	2008	4	ORD	American Airlines	MQ	24
976078	2008	4	ORD	American Airlines	MQ	31
976080	2008	4	ORD	American Airlines	MQ	1
976082	2008	4	ORD	American Airlines	MQ	1
976084	2008	4	ORD	American Airlines	MQ	1
976086	2008	4	ORD	American Airlines	MQ	1
976088	2008	4	ORD	American Airlines	MQ	1
976090	2008	4	ORD	American Airlines	MQ	1
976092	2008	4	ORD	American Airlines	MQ	1
976094	2008	4	ORD	American Airlines	MQ	1
976096	2008	4	ORD	American Airlines	MQ	5
976098	2008	4	ORD	American Airlines	MQ	2
976100	2008	4	ORD	American Airlines	MQ	1
976102	2008	4	ORD	American Airlines	MQ	2
976104	2008	4	ORD	American Airlines	MQ	1
976106	2008	4	ORD	American Airlines	MQ	2
976108	2008	4	ORD	American Airlines	MQ	2
976110	2008	4	ORD	American Airlines	MQ	1
976112	2008	4	ORD	American Airlines	MQ	1
976114	2008	4	ORD	American Airlines	MQ	1
976116	2008	4	ORD	American Airlines	MQ	1
976118	2008	4	ORD	American Airlines	MQ	3
976120	2008	4	ORD	American Airlines	MQ	8
976122	2008	4	ORD	American Airlines	MQ	1
976124	2008	4	ORD	American Airlines	MQ	1
976126	2008	4	ORD	American Airlines	MQ	1
976128	2008	4	ORD	American Airlines	MQ	1
976130	2008	4	ORD	American Airlines	MQ	2
976132	2008	4	ORD	American Airlines	MQ	4
976134	2008	4	ORD	American Airlines	MQ	18
976136	2008	4	ORD	American Airlines	MQ	1
976138	2008	4	ORD	American Airlines	MQ	1
976140	2008	4	ORD	American Airlines	MQ	1
976142	2008	4	ORD	American Airlines	MQ	1
976144	2008	4	ORD	American Airlines	MQ	1
976146	2008	4	ORD	American Airlines	MQ	1
976148	2008	4	ORD	American Airlines	MQ	1
976150	2008	4	ORD	American Airlines	MQ	1
976152	2008	4	ORD	American Airlines	MQ	2
976154	2008	4	ORD	American Airlines	MQ	3
976156	2008	4	ORD	American Airlines	MQ	2
976311	2008	4	ORD	American Airlines	MQ	1
976362	2008	4	ORD	American Airlines	MQ	1
976364	2008	4	ORD	American Airlines	MQ	1
976411	2008	4	ORD	American Airlines	American Airlines	1
976413	2008	4	ORD	American Airlines	American Airlines	1
976515	2008	4	ORD	American Airlines	99	1
976517	2008	4	ORD	American Airlines	99	1
976519	2008	4	ORD	American Airlines	99	4
976521	2008	4	ORD	American Airlines	99	1
976523	2008	4	ORD	American Airlines	99	1
976537	2008	4	ORD	American Airlines	American Airlines	2
976540	2008	4	ORD	American Airlines	American Airlines	1
976649	2008	4	ORD	American Airlines	MQ	1
976651	2008	4	ORD	American Airlines	MQ	1
976656	2008	4	ORD	American Airlines	MQ	1
976659	2008	4	ORD	American Airlines	MQ	1
976662	2008	4	ORD	American Airlines	MQ	1
976665	2008	4	ORD	American Airlines	MQ	1
976668	2008	4	ORD	American Airlines	MQ	1
976701	2008	4	ORD	American Airlines	American Airlines	1
976735	2008	4	ORD	American Airlines	MQ	1
976823	2008	4	ORD	American Airlines	American Airlines	1
976908	2008	4	ORD	American Airlines	American Airlines	1
976910	2008	4	ORD	American Airlines	American Airlines	1
976912	2008	4	ORD	American Airlines	American Airlines	1
976914	2008	4	ORD	American Airlines	American Airlines	1
976916	2008	4	ORD	American Airlines	American Airlines	4
976918	2008	4	ORD	American Airlines	American Airlines	2
976920	2008	4	ORD	American Airlines	American Airlines	1
976922	2008	4	ORD	American Airlines	American Airlines	1
976924	2008	4	ORD	American Airlines	American Airlines	1
976926	2008	4	ORD	American Airlines	American Airlines	1
976928	2008	4	ORD	American Airlines	American Airlines	1
976930	2008	4	ORD	American Airlines	American Airlines	1
976932	2008	4	ORD	American Airlines	American Airlines	1
976934	2008	4	ORD	American Airlines	American Airlines	1
976936	2008	4	ORD	American Airlines	American Airlines	1
976938	2008	4	ORD	American Airlines	American Airlines	1
976940	2008	4	ORD	American Airlines	American Airlines	1
976942	2008	4	ORD	American Airlines	American Airlines	1
976944	2008	4	ORD	American Airlines	American Airlines	1
976946	2008	4	ORD	American Airlines	American Airlines	1
976948	2008	4	ORD	American Airlines	American Airlines	1
976950	2008	4	ORD	American Airlines	American Airlines	1
976952	2008	4	ORD	American Airlines	American Airlines	6
976954	2008	4	ORD	American Airlines	American Airlines	1
976956	2008	4	ORD	American Airlines	American Airlines	1
976958	2008	4	ORD	American Airlines	American Airlines	1
976960	2008	4	ORD	American Airlines	American Airlines	2
976962	2008	4	ORD	American Airlines	American Airlines	1
976964	2008	4	ORD	American Airlines	American Airlines	1
976966	2008	4	ORD	American Airlines	American Airlines	1
976968	2008	4	ORD	American Airlines	MQ	1
976970	2008	4	ORD	American Airlines	MQ	1
976972	2008	4	ORD	American Airlines	MQ	1
976974	2008	4	ORD	American Airlines	MQ	1
976976	2008	4	ORD	American Airlines	MQ	4
976978	2008	4	ORD	American Airlines	MQ	1
976980	2008	4	ORD	American Airlines	MQ	1
976982	2008	4	ORD	American Airlines	MQ	1
976984	2008	4	ORD	American Airlines	MQ	1
976986	2008	4	ORD	American Airlines	MQ	1
976988	2008	4	ORD	American Airlines	MQ	1
976990	2008	4	ORD	American Airlines	MQ	1
976992	2008	4	ORD	American Airlines	MQ	1
976994	2008	4	ORD	American Airlines	MQ	1
976996	2008	4	ORD	American Airlines	MQ	1
976998	2008	4	ORD	American Airlines	MQ	1
977000	2008	4	ORD	American Airlines	MQ	1
977002	2008	4	ORD	American Airlines	MQ	2
977004	2008	4	ORD	American Airlines	MQ	2
977006	2008	4	ORD	American Airlines	MQ	2
977008	2008	4	ORD	American Airlines	MQ	2
977010	2008	4	ORD	American Airlines	MQ	1
977012	2008	4	ORD	American Airlines	MQ	1
977014	2008	4	ORD	American Airlines	MQ	1
977016	2008	4	ORD	American Airlines	MQ	1
977018	2008	4	ORD	American Airlines	MQ	1
977020	2008	4	ORD	American Airlines	MQ	1
977022	2008	4	ORD	American Airlines	MQ	1
977024	2008	4	ORD	American Airlines	MQ	1
977026	2008	4	ORD	American Airlines	MQ	1
977028	2008	4	ORD	American Airlines	MQ	1
977030	2008	4	ORD	American Airlines	MQ	1
977032	2008	4	ORD	American Airlines	MQ	1
977034	2008	4	ORD	American Airlines	MQ	1
977036	2008	4	ORD	American Airlines	MQ	1
977038	2008	4	ORD	American Airlines	MQ	1
977040	2008	4	ORD	United Air Lines	OO	1
977042	2008	4	ORD	United Air Lines	S5	1
977044	2008	4	ORD	United Air Lines	United Air Lines	1
977046	2008	4	ORD	United Air Lines	United Air Lines	1
977048	2008	4	ORD	United Air Lines	United Air Lines	1
977050	2008	4	ORD	United Air Lines	United Air Lines	1
979090	2008	4	ORD	Delta Air Lines	Delta Air Lines	1
979094	2008	4	ORD	US Airways	US Airways	1
979098	2008	4	ORD	American Airlines	99	2
979100	2008	4	ORD	American Airlines	99	1
979102	2008	4	ORD	American Airlines	99	1
979104	2008	4	ORD	American Airlines	99	1
979106	2008	4	ORD	American Airlines	99	1
979108	2008	4	ORD	American Airlines	99	1
979110	2008	4	ORD	American Airlines	99	1
979112	2008	4	ORD	American Airlines	99	1
979114	2008	4	ORD	American Airlines	99	1
979849	2008	4	ORD	American Airlines	MQ	1
979851	2008	4	ORD	American Airlines	MQ	1
979853	2008	4	ORD	American Airlines	MQ	1
979910	2008	4	ORD	American Airlines	American Airlines	1
979912	2008	4	ORD	Delta Air Lines	Delta Air Lines	1
979943	2008	4	ORD	American Airlines	MQ	1
979963	2008	4	ORD	American Airlines	American Airlines	1
979986	2008	4	ORD	American Airlines	MQ	1
979988	2008	4	ORD	American Airlines	MQ	2
979990	2008	4	ORD	American Airlines	MQ	1
979992	2008	4	ORD	American Airlines	MQ	1
979994	2008	4	ORD	American Airlines	MQ	3
979996	2008	4	ORD	American Airlines	MQ	9
979998	2008	4	ORD	American Airlines	MQ	2
980000	2008	4	ORD	American Airlines	MQ	1
980002	2008	4	ORD	American Airlines	MQ	3
980004	2008	4	ORD	American Airlines	MQ	55
980006	2008	4	ORD	American Airlines	MQ	1
980008	2008	4	ORD	American Airlines	MQ	1
980010	2008	4	ORD	American Airlines	MQ	3
980012	2008	4	ORD	American Airlines	MQ	1
980014	2008	4	ORD	American Airlines	MQ	2
980016	2008	4	ORD	American Airlines	MQ	1
980018	2008	4	ORD	American Airlines	MQ	2
980020	2008	4	ORD	American Airlines	MQ	1
980022	2008	4	ORD	American Airlines	MQ	1
980024	2008	4	ORD	American Airlines	MQ	2
980026	2008	4	ORD	American Airlines	MQ	1
980028	2008	4	ORD	American Airlines	MQ	1
980030	2008	4	ORD	American Airlines	MQ	3
980032	2008	4	ORD	American Airlines	MQ	8
980034	2008	4	ORD	American Airlines	MQ	7
980036	2008	4	ORD	American Airlines	MQ	2
980038	2008	4	ORD	American Airlines	MQ	4
980040	2008	4	ORD	American Airlines	MQ	1
980042	2008	4	ORD	American Airlines	MQ	1
980044	2008	4	ORD	American Airlines	MQ	1
980046	2008	4	ORD	American Airlines	MQ	1
980048	2008	4	ORD	American Airlines	MQ	2
980050	2008	4	ORD	American Airlines	MQ	1
980052	2008	4	ORD	American Airlines	MQ	1
980054	2008	4	ORD	American Airlines	MQ	1
980056	2008	4	ORD	American Airlines	MQ	1
980058	2008	4	ORD	American Airlines	MQ	1
980060	2008	4	ORD	American Airlines	MQ	1
980062	2008	4	ORD	American Airlines	MQ	1
980064	2008	4	ORD	American Airlines	MQ	2
980066	2008	4	ORD	American Airlines	MQ	2
980068	2008	4	ORD	American Airlines	MQ	1
980070	2008	4	ORD	American Airlines	MQ	1
980072	2008	4	ORD	American Airlines	MQ	1
980074	2008	4	ORD	American Airlines	MQ	1
980076	2008	4	ORD	American Airlines	MQ	2
980078	2008	4	ORD	American Airlines	MQ	1
980080	2008	4	ORD	American Airlines	MQ	1
980082	2008	4	ORD	American Airlines	MQ	1
980084	2008	4	ORD	American Airlines	MQ	1
980086	2008	4	ORD	American Airlines	MQ	1
980088	2008	4	ORD	American Airlines	MQ	1
980090	2008	4	ORD	American Airlines	MQ	1
980092	2008	4	ORD	American Airlines	MQ	1
980094	2008	4	ORD	American Airlines	MQ	1
980096	2008	4	ORD	American Airlines	MQ	1
980098	2008	4	ORD	American Airlines	MQ	4
980100	2008	4	ORD	United Air Lines	United Air Lines	9
980102	2008	4	ORD	United Air Lines	United Air Lines	2
980104	2008	4	ORD	United Air Lines	United Air Lines	1
980106	2008	4	ORD	United Air Lines	United Air Lines	1
980108	2008	4	ORD	United Air Lines	United Air Lines	1
980110	2008	4	ORD	United Air Lines	United Air Lines	1
980112	2008	4	ORD	United Air Lines	United Air Lines	1
980142	2008	4	ORD	American Airlines	American Airlines	1
980157	2008	4	ORD	American Airlines	99	1
980290	2008	4	ORD	American Airlines	99	1
980292	2008	4	ORD	American Airlines	99	1
980294	2008	4	ORD	American Airlines	99	1
980296	2008	4	ORD	American Airlines	99	2
980298	2008	4	ORD	American Airlines	99	1
980300	2008	4	ORD	American Airlines	99	1
980302	2008	4	ORD	American Airlines	99	1
980304	2008	4	ORD	American Airlines	99	1
980306	2008	4	ORD	American Airlines	99	1
980639	2008	4	ORD	American Airlines	99	1
980641	2008	4	ORD	American Airlines	99	1
980643	2008	4	ORD	American Airlines	MQ	1
980645	2008	4	ORD	American Airlines	99	1
980647	2008	4	ORD	American Airlines	99	1
980649	2008	4	ORD	American Airlines	American Airlines	1
980651	2008	4	ORD	American Airlines	American Airlines	1
980653	2008	4	ORD	American Airlines	American Airlines	1
980807	2008	4	ORD	American Airlines	MQ	1
980809	2008	4	ORD	American Airlines	99	1
980811	2008	4	ORD	American Airlines	American Airlines	1
980814	2008	4	ORD	American Airlines	American Airlines	1
980816	2008	4	ORD	American Airlines	American Airlines	1
981263	2008	4	ORD	American Airlines	American Airlines	1
981267	2008	4	ORD	American Airlines	American Airlines	1
981794	2008	4	ORD	American Airlines	American Airlines	1
981996	2008	4	ORD	American Airlines	99	1
981998	2008	4	ORD	American Airlines	American Airlines	1
982280	2008	4	ORD	American Airlines	99	1
982282	2008	4	ORD	American Airlines	99	1
982284	2008	4	ORD	American Airlines	99	1
982286	2008	4	ORD	American Airlines	99	1
982288	2008	4	ORD	American Airlines	99	1
983177	2008	4	ORD	American Airlines	American Airlines	1
983179	2008	4	ORD	American Airlines	American Airlines	1
983183	2008	4	ORD	American Airlines	MQ	1
983638	2008	4	ORD	American Airlines	American Airlines	1
983876	2008	4	ORD	American Airlines	American Airlines	1
984540	2008	4	ORD	American Airlines	99	1
985343	2008	4	ORD	American Airlines	MQ	1
985347	2008	4	ORD	American Airlines	99	1
985349	2008	4	ORD	American Airlines	99	1
985351	2008	4	ORD	American Airlines	99	2
985353	2008	4	ORD	American Airlines	99	1
985355	2008	4	ORD	American Airlines	99	1
985357	2008	4	ORD	American Airlines	99	1
985359	2008	4	ORD	American Airlines	99	1
985361	2008	4	ORD	American Airlines	99	1
985363	2008	4	ORD	American Airlines	99	1
985365	2008	4	ORD	American Airlines	99	3
985367	2008	4	ORD	American Airlines	99	1
985369	2008	4	ORD	American Airlines	99	2
985371	2008	4	ORD	American Airlines	99	1
