	year	quarter	origin	ticket_carrier	operating_carrier	passengers
19462	2008	4	ORD	American Airlines	American Airlines	11
19464	2008	4	ORD	American Airlines	American Airlines	42
19466	2008	4	ORD	American Airlines	American Airlines	2
19468	2008	4	ORD	American Airlines	American Airlines	8
19470	2008	4	ORD	American Airlines	American Airlines	1
19472	2008	4	ORD	American Airlines	American Airlines	2
19474	2008	4	ORD	American Airlines	American Airlines	1
19476	2008	4	ORD	American Airlines	American Airlines	41
19478	2008	4	ORD	American Airlines	American Airlines	1
19480	2008	4	ORD	American Airlines	American Airlines	1
19482	2008	4	ORD	American Airlines	American Airlines	2
19484	2008	4	ORD	American Airlines	American Airlines	24
19486	2008	4	ORD	American Airlines	American Airlines	6
19488	2008	4	ORD	American Airlines	American Airlines	1
19490	2008	4	ORD	American Airlines	American Airlines	2
19492	2008	4	ORD	American Airlines	American Airlines	5
19494	2008	4	ORD	American Airlines	American Airlines	14
19496	2008	4	ORD	American Airlines	American Airlines	3
19498	2008	4	ORD	American Airlines	American Airlines	2
19500	2008	4	ORD	American Airlines	American Airlines	2
19502	2008	4	ORD	American Airlines	American Airlines	1
19504	2008	4	ORD	American Airlines	American Airlines	1
19506	2008	4	ORD	American Airlines	American Airlines	1
19508	2008	4	ORD	American Airlines	American Airlines	1
19510	2008	4	ORD	American Airlines	American Airlines	1
19512	2008	4	ORD	American Airlines	American Airlines	1
19514	2008	4	ORD	American Airlines	American Airlines	2
19516	2008	4	ORD	American Airlines	American Airlines	7
19518	2008	4	ORD	American Airlines	American Airlines	7
19520	2008	4	ORD	American Airlines	American Airlines	5
19522	2008	4	ORD	American Airlines	American Airlines	1
19524	2008	4	ORD	American Airlines	American Airlines	1
19526	2008	4	ORD	American Airlines	American Airlines	2
19528	2008	4	ORD	American Airlines	American Airlines	1
19530	2008	4	ORD	American Airlines	American Airlines	1
19532	2008	4	ORD	American Airlines	American Airlines	2
19534	2008	4	ORD	American Airlines	American Airlines	6
19536	2008	4	ORD	American Airlines	American Airlines	1
19538	2008	4	ORD	American Airlines	American Airlines	1
19540	2008	4	ORD	American Airlines	American Airlines	2
19542	2008	4	ORD	American Airlines	American Airlines	3
19544	2008	4	ORD	American Airlines	American Airlines	18
19546	2008	4	ORD	American Airlines	American Airlines	1
19548	2008	4	ORD	American Airlines	American Airlines	1
19550	2008	4	ORD	American Airlines	American Airlines	3
19552	2008	4	ORD	American Airlines	American Airlines	1
19554	2008	4	ORD	American Airlines	American Airlines	2
19556	2008	4	ORD	American Airlines	American Airlines	1
19558	2008	4	ORD	American Airlines	American Airlines	2
19560	2008	4	ORD	American Airlines	American Airlines	5
19562	2008	4	ORD	American Airlines	American Airlines	2
19564	2008	4	ORD	American Airlines	American Airlines	2
19566	2008	4	ORD	American Airlines	American Airlines	5
19568	2008	4	ORD	American Airlines	American Airlines	1
19570	2008	4	ORD	American Airlines	American Airlines	4
19572	2008	4	ORD	American Airlines	American Airlines	11
19574	2008	4	ORD	American Airlines	American Airlines	6
19576	2008	4	ORD	American Airlines	American Airlines	11
19578	2008	4	ORD	American Airlines	American Airlines	1
19580	2008	4	ORD	American Airlines	American Airlines	1
19582	2008	4	ORD	American Airlines	American Airlines	1
19584	2008	4	ORD	American Airlines	American Airlines	2
19586	2008	4	ORD	American Airlines	American Airlines	16
19588	2008	4	ORD	American Airlines	American Airlines	2
19590	2008	4	ORD	American Airlines	American Airlines	2
19592	2008	4	ORD	American Airlines	American Airlines	1
19594	2008	4	ORD	American Airlines	American Airlines	2
19596	2008	4	ORD	American Airlines	American Airlines	4
19598	2008	4	ORD	American Airlines	American Airlines	3
19600	2008	4	ORD	American Airlines	American Airlines	3
19602	2008	4	ORD	American Airlines	American Airlines	1
19604	2008	4	ORD	American Airlines	American Airlines	1
19606	2008	4	ORD	American Airlines	American Airlines	15
19608	2008	4	ORD	American Airlines	American Airlines	1
19610	2008	4	ORD	American Airlines	American Airlines	1
19612	2008	4	ORD	American Airlines	American Airlines	4
19614	2008	4	ORD	American Airlines	American Airlines	4
19616	2008	4	ORD	American Airlines	American Airlines	2
19618	2008	4	ORD	American Airlines	American Airlines	1
19620	2008	4	ORD	American Airlines	American Airlines	3
19622	2008	4	ORD	American Airlines	American Airlines	2
19624	2008	4	ORD	American Airlines	American Airlines	4
19626	2008	4	ORD	American Airlines	American Airlines	1
19628	2008	4	ORD	American Airlines	American Airlines	4
19630	2008	4	ORD	American Airlines	American Airlines	3
19632	2008	4	ORD	American Airlines	American Airlines	1
19634	2008	4	ORD	American Airlines	American Airlines	1
19636	2008	4	ORD	American Airlines	American Airlines	7
19638	2008	4	ORD	American Airlines	American Airlines	5
19640	2008	4	ORD	American Airlines	American Airlines	2
19642	2008	4	ORD	American Airlines	American Airlines	1
19644	2008	4	ORD	American Airlines	American Airlines	4
19646	2008	4	ORD	American Airlines	American Airlines	3
19648	2008	4	ORD	American Airlines	American Airlines	1
19650	2008	4	ORD	American Airlines	American Airlines	3
19652	2008	4	ORD	American Airlines	American Airlines	1
19654	2008	4	ORD	American Airlines	American Airlines	5
19656	2008	4	ORD	American Airlines	American Airlines	1
19658	2008	4	ORD	American Airlines	American Airlines	4
19660	2008	4	ORD	American Airlines	American Airlines	1
19662	2008	4	ORD	American Airlines	American Airlines	1
19664	2008	4	ORD	American Airlines	American Airlines	1
19666	2008	4	ORD	American Airlines	American Airlines	1
19668	2008	4	ORD	American Airlines	American Airlines	1
19670	2008	4	ORD	American Airlines	American Airlines	1
19672	2008	4	ORD	American Airlines	American Airlines	7
19674	2008	4	ORD	American Airlines	American Airlines	4
19676	2008	4	ORD	American Airlines	American Airlines	1
19678	2008	4	ORD	American Airlines	American Airlines	2
19680	2008	4	ORD	American Airlines	American Airlines	4
19682	2008	4	ORD	American Airlines	American Airlines	6
19684	2008	4	ORD	American Airlines	American Airlines	3
19686	2008	4	ORD	American Airlines	American Airlines	9
19688	2008	4	ORD	American Airlines	American Airlines	1
19690	2008	4	ORD	American Airlines	American Airlines	6
19692	2008	4	ORD	American Airlines	American Airlines	2
19694	2008	4	ORD	American Airlines	American Airlines	1
19696	2008	4	ORD	American Airlines	American Airlines	2
19698	2008	4	ORD	American Airlines	American Airlines	1
19700	2008	4	ORD	American Airlines	American Airlines	1
19702	2008	4	ORD	American Airlines	American Airlines	1
19704	2008	4	ORD	American Airlines	American Airlines	1
19706	2008	4	ORD	American Airlines	American Airlines	1
19708	2008	4	ORD	American Airlines	American Airlines	2
19710	2008	4	ORD	American Airlines	American Airlines	1
19712	2008	4	ORD	American Airlines	American Airlines	3
19714	2008	4	ORD	American Airlines	American Airlines	1
19716	2008	4	ORD	American Airlines	American Airlines	1
19718	2008	4	ORD	American Airlines	American Airlines	1
19720	2008	4	ORD	American Airlines	American Airlines	1
19722	2008	4	ORD	American Airlines	American Airlines	1
19724	2008	4	ORD	American Airlines	American Airlines	4
19726	2008	4	ORD	American Airlines	American Airlines	4
19728	2008	4	ORD	American Airlines	American Airlines	1
19730	2008	4	ORD	American Airlines	American Airlines	1
19732	2008	4	ORD	American Airlines	American Airlines	1
19734	2008	4	ORD	American Airlines	American Airlines	1
19736	2008	4	ORD	American Airlines	American Airlines	1
19738	2008	4	ORD	American Airlines	American Airlines	1
19740	2008	4	ORD	American Airlines	American Airlines	1
19742	2008	4	ORD	American Airlines	American Airlines	1
19744	2008	4	ORD	American Airlines	American Airlines	1
19746	2008	4	ORD	American Airlines	American Airlines	1
19748	2008	4	ORD	American Airlines	American Airlines	3
19750	2008	4	ORD	American Airlines	American Airlines	1
19752	2008	4	ORD	American Airlines	American Airlines	1
19754	2008	4	ORD	American Airlines	American Airlines	1
19756	2008	4	ORD	American Airlines	American Airlines	1
19758	2008	4	ORD	American Airlines	American Airlines	1
19760	2008	4	ORD	American Airlines	American Airlines	1
19762	2008	4	ORD	American Airlines	American Airlines	1
19764	2008	4	ORD	American Airlines	American Airlines	1
19766	2008	4	ORD	American Airlines	American Airlines	1
19768	2008	4	ORD	American Airlines	American Airlines	1
19770	2008	4	ORD	American Airlines	American Airlines	1
19772	2008	4	ORD	American Airlines	American Airlines	1
19774	2008	4	ORD	American Airlines	American Airlines	3
19776	2008	4	ORD	American Airlines	American Airlines	1
19778	2008	4	ORD	American Airlines	American Airlines	1
19780	2008	4	ORD	American Airlines	American Airlines	1
19782	2008	4	ORD	American Airlines	American Airlines	1
19784	2008	4	ORD	American Airlines	American Airlines	1
19786	2008	4	ORD	American Airlines	American Airlines	2
19788	2008	4	ORD	American Airlines	American Airlines	1
19790	2008	4	ORD	American Airlines	American Airlines	1
19792	2008	4	ORD	American Airlines	American Airlines	2
19794	2008	4	ORD	American Airlines	American Airlines	1
19796	2008	4	ORD	American Airlines	American Airlines	1
19798	2008	4	ORD	American Airlines	American Airlines	1
19800	2008	4	ORD	American Airlines	American Airlines	6
19802	2008	4	ORD	American Airlines	American Airlines	52
19804	2008	4	ORD	American Airlines	American Airlines	2
19806	2008	4	ORD	Alaska Airlines	American Airlines	1
19808	2008	4	ORD	Alaska Airlines	American Airlines	1
19810	2008	4	ORD	Alaska Airlines	American Airlines	1
19812	2008	4	ORD	Alaska Airlines	American Airlines	1
19814	2008	4	ORD	Alaska Airlines	American Airlines	1
19816	2008	4	ORD	American Airlines	American Airlines	1
19818	2008	4	ORD	American Airlines	American Airlines	1
19820	2008	4	ORD	American Airlines	American Airlines	1
19822	2008	4	ORD	American Airlines	American Airlines	1
19824	2008	4	ORD	Alaska Airlines	American Airlines	1
19826	2008	4	ORD	Alaska Airlines	American Airlines	10
19828	2008	4	ORD	Alaska Airlines	American Airlines	9
19830	2008	4	ORD	Alaska Airlines	American Airlines	3
19832	2008	4	ORD	Alaska Airlines	American Airlines	1
19834	2008	4	ORD	Alaska Airlines	American Airlines	2
19836	2008	4	ORD	Alaska Airlines	American Airlines	1
19838	2008	4	ORD	Alaska Airlines	American Airlines	1
19840	2008	4	ORD	Alaska Airlines	American Airlines	3
19842	2008	4	ORD	Alaska Airlines	American Airlines	1
19844	2008	4	ORD	Alaska Airlines	American Airlines	1
19846	2008	4	ORD	Alaska Airlines	American Airlines	1
19848	2008	4	ORD	Alaska Airlines	American Airlines	1
19850	2008	4	ORD	Alaska Airlines	American Airlines	2
19852	2008	4	ORD	Alaska Airlines	American Airlines	1
19854	2008	4	ORD	Alaska Airlines	American Airlines	1
19856	2008	4	ORD	Iberia Air Lines Of Spain	American Airlines	1
19858	2008	4	ORD	United Air Lines	United Air Lines	1
19860	2008	4	ORD	United Air Lines	United Air Lines	1
19862	2008	4	ORD	United Air Lines	United Air Lines	2
19864	2008	4	ORD	United Air Lines	United Air Lines	1
19866	2008	4	ORD	United Air Lines	United Air Lines	1
19868	2008	4	ORD	United Air Lines	United Air Lines	1
19870	2008	4	ORD	United Air Lines	United Air Lines	1
19872	2008	4	ORD	United Air Lines	United Air Lines	1
19874	2008	4	ORD	United Air Lines	United Air Lines	1
19876	2008	4	ORD	United Air Lines	United Air Lines	1
19878	2008	4	ORD	United Air Lines	United Air Lines	1
19880	2008	4	ORD	United Air Lines	United Air Lines	1
19882	2008	4	ORD	United Air Lines	United Air Lines	2
19884	2008	4	ORD	United Air Lines	United Air Lines	1
19886	2008	4	ORD	United Air Lines	United Air Lines	2
19888	2008	4	ORD	United Air Lines	United Air Lines	1
19890	2008	4	ORD	United Air Lines	United Air Lines	1
19892	2008	4	ORD	United Air Lines	United Air Lines	1
19894	2008	4	ORD	United Air Lines	United Air Lines	1
19896	2008	4	ORD	United Air Lines	United Air Lines	1
19898	2008	4	ORD	United Air Lines	United Air Lines	1
19900	2008	4	ORD	United Air Lines	United Air Lines	1
19902	2008	4	ORD	United Air Lines	United Air Lines	1
19904	2008	4	ORD	US Airways	United Air Lines	1
19906	2008	4	ORD	US Airways	US Airways	2
19908	2008	4	ORD	American Airlines	99	1
19910	2008	4	ORD	American Airlines	99	1
19912	2008	4	ORD	American Airlines	American Airlines	1
19914	2008	4	ORD	American Airlines	American Airlines	1
19916	2008	4	ORD	American Airlines	American Airlines	1
19918	2008	4	ORD	American Airlines	American Airlines	1
19920	2008	4	ORD	American Airlines	American Airlines	1
19922	2008	4	ORD	American Airlines	American Airlines	1
19924	2008	4	ORD	American Airlines	American Airlines	1
19926	2008	4	ORD	American Airlines	American Airlines	1
19928	2008	4	ORD	American Airlines	American Airlines	1
19930	2008	4	ORD	American Airlines	American Airlines	1
19932	2008	4	ORD	American Airlines	American Airlines	1
19934	2008	4	ORD	American Airlines	American Airlines	1
19936	2008	4	ORD	American Airlines	American Airlines	1
19938	2008	4	ORD	American Airlines	American Airlines	1
19940	2008	4	ORD	American Airlines	American Airlines	1
19942	2008	4	ORD	American Airlines	American Airlines	1
19944	2008	4	ORD	American Airlines	American Airlines	2
19946	2008	4	ORD	American Airlines	American Airlines	1
19952	2008	4	ORD	American Airlines	American Airlines	1
19954	2008	4	ORD	American Airlines	American Airlines	1
19956	2008	4	ORD	American Airlines	American Airlines	1
19958	2008	4	ORD	American Airlines	99	3
19960	2008	4	ORD	American Airlines	99	1
19962	2008	4	ORD	American Airlines	99	1
19994	2008	4	ORD	American Airlines	American Airlines	4
19996	2008	4	ORD	American Airlines	American Airlines	1
19998	2008	4	ORD	American Airlines	American Airlines	1
20000	2008	4	ORD	American Airlines	American Airlines	1
20002	2008	4	ORD	American Airlines	American Airlines	1
20004	2008	4	ORD	American Airlines	American Airlines	2
20006	2008	4	ORD	American Airlines	American Airlines	1
20008	2008	4	ORD	American Airlines	American Airlines	1
20010	2008	4	ORD	American Airlines	American Airlines	1
20012	2008	4	ORD	American Airlines	American Airlines	1
20014	2008	4	ORD	American Airlines	American Airlines	1
20016	2008	4	ORD	American Airlines	American Airlines	1
20118	2008	4	ORD	American Airlines	99	1
20120	2008	4	ORD	American Airlines	99	1
20122	2008	4	ORD	American Airlines	99	1
20332	2008	4	ORD	American Airlines	American Airlines	1
20644	2008	4	ORD	American Airlines	American Airlines	1
20646	2008	4	ORD	American Airlines	American Airlines	1
20648	2008	4	ORD	American Airlines	99	1
20654	2008	4	ORD	American Airlines	American Airlines	1
20656	2008	4	ORD	American Airlines	American Airlines	1
20662	2008	4	ORD	American Airlines	American Airlines	1
20664	2008	4	ORD	American Airlines	American Airlines	1
20666	2008	4	ORD	American Airlines	American Airlines	4
20668	2008	4	ORD	American Airlines	American Airlines	1
20670	2008	4	ORD	American Airlines	American Airlines	1
20672	2008	4	ORD	American Airlines	American Airlines	1
20674	2008	4	ORD	American Airlines	American Airlines	1
20676	2008	4	ORD	American Airlines	American Airlines	1
20678	2008	4	ORD	American Airlines	American Airlines	1
20680	2008	4	ORD	American Airlines	American Airlines	1
20682	2008	4	ORD	American Airlines	American Airlines	1
20684	2008	4	ORD	American Airlines	American Airlines	1
20686	2008	4	ORD	American Airlines	American Airlines	1
20688	2008	4	ORD	American Airlines	American Airlines	1
20690	2008	4	ORD	American Airlines	American Airlines	1
20692	2008	4	ORD	American Airlines	American Airlines	1
20694	2008	4	ORD	American Airlines	American Airlines	1
20696	2008	4	ORD	American Airlines	99	2
20698	2008	4	ORD	American Airlines	99	1
20700	2008	4	ORD	American Airlines	American Airlines	1
20702	2008	4	ORD	American Airlines	American Airlines	1
21033	2008	4	ORD	United Air Lines	United Air Lines	1
21316	2008	4	ORD	American Airlines	American Airlines	1
21319	2008	4	ORD	American Airlines	99	1
21948	2008	4	ORD	American Airlines	American Airlines	1
22094	2008	4	ORD	American Airlines	99	1
22524	2008	4	ORD	American Airlines	99	1
22728	2008	4	ORD	American Airlines	99	1
23188	2008	4	ORD	American Airlines	American Airlines	1
23495	2008	4	ORD	American Airlines	99	1
23497	2008	4	ORD	American Airlines	American Airlines	3
24214	2008	4	ORD	American Airlines	American Airlines	1
24237	2008	4	ORD	American Airlines	American Airlines	1
24239	2008	4	ORD	American Airlines	American Airlines	2
24241	2008	4	ORD	American Airlines	American Airlines	1
24243	2008	4	ORD	American Airlines	American Airlines	1
24245	2008	4	ORD	American Airlines	99	1
24247	2008	4	ORD	American Airlines	99	1
24249	2008	4	ORD	US Airways	US Airways	1
24253	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
24255	2008	4	ORD	American Airlines	American Airlines	1
24257	2008	4	ORD	American Airlines	American Airlines	1
24259	2008	4	ORD	American Airlines	American Airlines	1
24261	2008	4	ORD	American Airlines	American Airlines	1
